"","typicaled","occupation","lessthanhs","hsdiploma","somecollege","associates","bachelors","masters","professional","hsorless","somecollegeorassociates","postgrad","TOT_EMP","A_MEDIAN","natlwage","workexp","probability","total","reveal","sum_tot_emp","weight","mean_prob"
"161","High school diploma or equivalent","Sheet Metal Workers",14,48.8,24.6,8,4,0.4,0.1,62.8,32.6,0.5,132920,47990,6925132000,"None",82,134440,2,33129910,0.00401208454837336,59.8755391638553
"162","High school diploma or equivalent","Airfield Operations Specialists",0.6,9.5,32.6,14.7,34.5,6.9,1.1,10.1,47.3,8,9590,52360,537615400,"None",71,7160,2,33129910,0.000289466527376621,59.8755391638553
"163","High school diploma or equivalent","First-Line Supervisors of Construction Trades and Extraction Workers",14.8,41.5,24.7,7.7,9.5,1.6,0.3,56.3,32.4,1.9,556300,64070,38495960000,"5 years or more",17,538220,2,33129910,0.0167914733242559,59.8755391638553
"164","High school diploma or equivalent","Animal Trainers",6.2,24.4,30.7,8.8,24.7,4.1,1.1,30.6,39.5,5.2,14340,28880,498458400,"None",10,13240,2,33129910,0.000432841501833238,59.8755391638553
"165","High school diploma or equivalent","Machinists",10.8,44.1,28.6,11.8,4.4,0.3,0.1,54.9,40.4,0.4,378320,42600,16706611200,"None",65,391110,2,33129910,0.0114192884918794,59.8755391638553
"166","High school diploma or equivalent","Public Address System and Other Announcers",3.9,18.9,25.7,8.7,36.1,5.3,1.5,22.8,34.4,6.8,7920,28440,330580800,"None",72,7110,2,33129910,0.00023905890477819,59.8755391638553
"167","High school diploma or equivalent","Lodging Managers",3,16.9,26.3,10.6,33.6,8,1.5,19.9,36.9,9.5,36610,51800,2182688200,"Less than 5 years",0.39,35390,2,33129910,0.00110504375049615,59.8755391638553
"168","High school diploma or equivalent","Adhesive Bonding Machine Operators and Tenders",21.6,49.2,21.5,2.2,4.9,0.5,0,70.8,23.7,0.5,15860,32710,549231800,"None",95,16190,2,33129910,0.000478721493659355,59.8755391638553
"169","High school diploma or equivalent","Chefs and Head Cooks",15.9,29.7,23.4,16.8,12.3,1.5,0.4,45.6,40.2,1.9,131430,45950,6525499500,"5 years or more",10,134150,2,33129910,0.0039671100827017,59.8755391638553
"170","High school diploma or equivalent","Construction and Building Inspectors",1.6,24.4,31.3,14.6,21.6,5.8,0.9,26,45.9,6.7,98810,59090,6128196200,"5 years or more",63,94980,2,33129910,0.00298250131074911,59.8755391638553
"171","High school diploma or equivalent","Insurance Claims and Policy Processing Clerks",1.7,23.8,33.7,12,24.3,3.8,0.7,25.5,45.7,4.5,277130,38790,11387271700,"None",98,274350,2,33129910,0.00836494877287623,59.8755391638553
"172","High school diploma or equivalent","Fallers",31.6,48,11.9,3.7,3.3,1.5,0,79.6,15.6,1.5,5420,40690,254360600,"None",76,3810,2,33129910,0.000163598391906286,59.8755391638553
"173","High school diploma or equivalent","Foundry Mold and Coremakers",16.8,48.1,21.8,7.4,5.6,0.3,0,64.9,29.2,0.3,13960,35140,508702400,"None",67,12070,2,33129910,0.000421371503876708,59.8755391638553
"174","High school diploma or equivalent","Advertising Sales Agents",1.6,10.3,19.3,8.1,50.8,8.7,1.2,11.9,27.4,9.9,136520,49680,8330450400,"None",54,141120,2,33129910,0.0041207476869089,59.8755391638553
"175","High school diploma or equivalent","Recreation Workers",2.4,14.8,24,10.1,37.5,9.9,1.4,17.2,34.1,11.3,352350,24540,9848182500,"None",0.61,336910,2,33129910,0.0106354046841661,59.8755391638553
"176","High school diploma or equivalent","Automotive Glass Installers and Repairers",14.2,55.4,24.5,3.3,1.2,1.5,0,69.6,27.8,1.5,20190,34170,723407700,"None",55,15160,2,33129910,0.000609419101953492,59.8755391638553
"177","High school diploma or equivalent","Merchandise Displayers and Window Trimmers",2.3,9.5,16.7,12.5,48.2,9.3,1.5,11.8,29.2,10.8,120870,27680,3739717800,"None",48,112090,2,33129910,0.00364836487633078,59.8755391638553
"178","High school diploma or equivalent","Choreographers",8.7,25.4,23.4,7.7,28.1,5.5,1.2,34.1,31.1,6.7,5310,48420,281270700,"5 years or more",0.4,4110,2,33129910,0.000160278129339923,59.8755391638553
"179","High school diploma or equivalent","Costume Attendants",8.9,28.8,28.2,8.4,20,5,0.8,37.7,36.6,5.8,6430,42620,306711000,"None",61,5520,2,33129910,0.000194084439106535,59.8755391638553
"180","High school diploma or equivalent","First-Line Supervisors of Non-Retail Sales Workers",4.6,21.4,22.4,8.2,31.7,10,1.7,26,30.6,11.7,251830,71650,20995067100,"Less than 5 years",7.5,252640,2,33129910,0.00760128838261257,59.8755391638553
"181","High school diploma or equivalent","Brokerage Clerks",2.3,17.8,28.1,7,35.3,7.5,2.1,20.1,35.1,9.6,58930,49800,3114450500,"None",98,59540,2,33129910,0.00177875520941651,59.8755391638553
"182","High school diploma or equivalent","Dental Laboratory Technicians",6.2,29.5,31.7,17.7,12.3,1.5,1,35.7,49.4,2.5,35630,38670,1496103700,"None",97,36860,2,33129910,0.00107546322945037,59.8755391638553
"183","High school diploma or equivalent","Reservation and Transportation Ticket Agents and Travel Clerks",2.1,24.5,33.4,11.1,25.1,3.2,0.6,26.6,44.5,3.8,148220,36280,5906567000,"None",61,135780,2,33129910,0.00447390288714941,59.8755391638553
"184","High school diploma or equivalent","Billing and Posting Clerks",2.7,29.1,33.7,15.1,15.7,3,0.5,31.8,48.8,3.5,476010,36860,18307344600,"None",96,485200,2,33129910,0.0143679834928619,59.8755391638553
"185","High school diploma or equivalent","Commercial Pilots",0.3,4.9,12.9,8,59.5,12.5,1.9,5.2,20.9,14.4,38490,78740,3439081500,"None",55,38100,2,33129910,0.00116179005617582,59.8755391638553
"186","High school diploma or equivalent","Locomotive Engineers",3.2,36.7,37.2,11,11.1,0.8,0,39.9,48.2,0.8,35680,60990,2354166400,"Less than 5 years",96,28240,2,33129910,0.0010769724397078,59.8755391638553
"187","High school diploma or equivalent","Camera and Photographic Equipment Repairers",3.9,23.3,28.7,20.7,18.6,3.9,0.9,27.2,49.4,4.8,3650,40770,155161500,"None",97,2120,2,33129910,0.000110172348792979,59.8755391638553
"188","High school diploma or equivalent","Riggers",11.7,53.7,18.7,10.6,4.9,0.4,0,65.4,29.3,0.4,21000,48580,1055670000,"None",89,20500,2,33129910,0.000633868308123988,59.8755391638553
"189","High school diploma or equivalent","Postmasters and Mail Superintendents",2.8,13.8,18.6,7.5,36,17.7,3.6,16.6,26.1,21.3,13960,74840,1056213600,"Less than 5 years",75,14760,2,33129910,0.000421371503876708,59.8755391638553
"190","High school diploma or equivalent","Food Cooking Machine Operators and Tenders",27.9,40.4,18.5,6.6,6.6,0,0,68.3,25.1,0,33340,28420,1008201600,"None",61,31930,2,33129910,0.0010063413996597,59.8755391638553
"191","High school diploma or equivalent","Correspondence Clerks",9.7,32.6,27,10.1,17.6,2.5,0.6,42.3,37.1,3.1,6370,36620,242697000,"None",86,6530,2,33129910,0.00019227338679761,59.8755391638553
"192","High school diploma or equivalent","Gaming Dealers",7.9,35.6,30.6,9.3,14.1,2.2,0.4,43.5,39.9,2.6,94260,19820,2159496600,"None",96,83170,2,33129910,0.00284516317732224,59.8755391638553
"193","High school diploma or equivalent","Mechanical Door Repairers",6.1,45,33.3,10.5,4.5,0.5,0,51.1,43.8,0.5,21010,39510,871074600,"None",91,17680,2,33129910,0.000634170150175476,59.8755391638553
"194","High school diploma or equivalent","Security Guards",6.1,35.3,32.1,10.3,13.2,2.7,0.4,41.4,42.4,3.1,1105440,26900,33970171200,"None",84,1103150,2,33129910,0.0333668277396467,59.8755391638553
"195","High school diploma or equivalent","Concierges",10.6,30.9,27.5,11.6,16.7,1.9,0.9,41.5,39.1,2.8,35750,30150,1169025000,"None",21,31650,2,33129910,0.00107908533406822,59.8755391638553
"196","High school diploma or equivalent","Semiconductor Processors",19.4,46.4,20.7,6.6,5.7,0.9,0.2,65.8,27.3,1.1,23540,36580,914764400,"None",88,14990,2,33129910,0.000710536189201842,59.8755391638553
"197","High school diploma or equivalent","Manufactured Building and Mobile Home Installers",13,39.9,26.6,10.3,8.2,1.7,0.2,52.9,36.9,1.9,2750,30960,87477500,"None",18,1870,2,33129910,0.0000830065641590937,59.8755391638553
"198","High school diploma or equivalent","Animal Breeders",55.6,25.7,9.4,3.3,5.1,0.8,0.2,81.3,12.7,1,1800,37560,78210000,"None",95,530,2,33129910,0.0000543315692677704,59.8755391638553
"199","High school diploma or equivalent","Cabinetmakers and Bench Carpenters",19.3,46.5,18,7.3,7.3,1.5,0,65.8,25.3,1.5,97820,33920,3496086800,"None",92,97980,2,33129910,0.00295261894765183,59.8755391638553
"200","High school diploma or equivalent","Fabric and Apparel Patternmakers",28.8,35,18.2,5.8,11.4,0.8,0,63.8,24,0.8,4810,40460,239008900,"None",0.49,4030,2,33129910,0.000145186026765542,59.8755391638553
"201","High school diploma or equivalent","Packaging and Filling Machine Operators and Tenders",34.4,40.6,16.1,4.2,4.1,0.4,0.2,75,20.3,0.6,392910,29350,12569190900,"None",98,386510,2,33129910,0.0118596760449998,59.8755391638553
"202","High school diploma or equivalent","Funeral Attendants",3.5,31.5,22.8,17.1,20.1,4.5,0.6,35,39.9,5.1,34970,25050,948386400,"None",37,35560,2,33129910,0.00105554165405218,59.8755391638553
"203","High school diploma or equivalent","Farm Equipment Mechanics and Service Technicians",13.1,44.7,25.4,12,3.7,0.6,0.3,57.8,37.4,0.9,34410,39340,1406680800,"None",75,34980,2,33129910,0.00103863849916888,59.8755391638553
"204","High school diploma or equivalent","Shoe Machine Operators and Tenders",24.3,43.8,18.2,3,6,3.7,1.1,68.1,21.2,4.8,3500,27420,96355000,"None",97,430,2,33129910,0.000105644718020665,59.8755391638553
"205","High school diploma or equivalent","Bridge and Lock Tenders",5.3,38.8,34.4,9.9,8,3.3,0.4,44.1,44.3,3.7,3240,50240,153187200,"None",97,2930,2,33129910,0.0000977968246819868,59.8755391638553
"206","High school diploma or equivalent","Transit and Railroad Police",0.8,11.7,32.1,16.4,32.5,5.6,0.9,12.5,48.5,6.5,5520,70280,393465600,"None",57,3890,2,33129910,0.000166616812421163,59.8755391638553
"207","High school diploma or equivalent","Fiberglass Laminators and Fabricators",17.5,46.8,22.5,6.5,5.7,0.8,0.2,64.3,29,1,20040,32290,700598400,"None",93,18310,2,33129910,0.000604891471181177,59.8755391638553
"208","High school diploma or equivalent","Self-Enrichment Education Teachers",1.8,10.2,18.4,8.5,35.9,20.5,4.7,12,26.9,25.2,238710,38440,10653627300,"Less than 5 years",13,224490,2,33129910,0.00720527161106082,59.8755391638553
"209","High school diploma or equivalent","Millwrights",9.7,44.3,31.2,11.4,3,0.5,0,54,42.6,0.5,41360,53980,2286794400,"None",59,38900,2,33129910,0.00124841872495277,59.8755391638553
"210","High school diploma or equivalent","Loan Interviewers and Clerks",1.6,23.4,37.2,11,23.9,2.6,0.4,25,48.2,3,227430,39060,9235932300,"None",92,224360,2,33129910,0.00686479377698279,59.8755391638553
"211","High school diploma or equivalent","Executive Secretaries and Executive Administrative Assistants",2.3,27.4,32.3,14.7,19.3,3.5,0.6,29.7,47,4.1,596080,57410,35407152000,"Less than 5 years",86,631580,2,33129910,0.0179922010050737,59.8755391638553
"212","High school diploma or equivalent","Bill and Account Collectors",4.2,29.9,33.5,13.4,16,2.6,0.5,34.1,46.9,3.1,271700,35330,10229505000,"None",95,298960,2,33129910,0.00820104853891846,59.8755391638553
"213","High school diploma or equivalent","Pharmacy Aides",4.7,26.8,34.5,11.3,17,2,3.9,31.5,45.8,5.9,35960,26120,1043918800,"None",72,35840,2,33129910,0.00108542401714946,59.8755391638553
"214","High school diploma or equivalent","Motorboat Mechanics and Service Technicians",18.1,40.7,25.2,10.5,4.2,1.1,0.2,58.8,35.7,1.3,21160,38960,874966000,"None",66,20120,2,33129910,0.00063869778094779,59.8755391638553
"215","High school diploma or equivalent","Stationary Engineers and Boiler Operators",6.5,39,30.7,10.9,10.1,2.1,0.7,45.5,41.6,2.8,32790,59890,2056260900,"None",89,33710,2,33129910,0.000989740086827885,59.8755391638553
"216","High school diploma or equivalent","Dredge Operators",20,51,20.4,4.2,4,0.4,0,71,24.6,0.4,1410,43230,65339400,"None",92,1050,2,33129910,0.0000425597292597535,59.8755391638553
"217","High school diploma or equivalent","Logging Equipment Operators",31.6,48,11.9,3.7,3.3,1.5,0,79.6,15.6,1.5,26010,38390,1035718200,"None",79,26720,2,33129910,0.000785091175919283,59.8755391638553
"218","High school diploma or equivalent","Signal and Track Switch Repairers",13,39.9,26.6,10.3,8.2,1.7,0.2,52.9,36.9,1.9,8300,68400,545725000,"None",90,5910,2,33129910,0.000250528902734719,59.8755391638553
"219","High school diploma or equivalent","Brickmasons and Blockmasons",35.6,43.4,14.6,3.1,2.5,0.6,0.3,79,17.7,0.9,64790,49770,3459138100,"None",82,64170,2,33129910,0.00195563465158825,59.8755391638553
"220","High school diploma or equivalent","Computer Operators",2.6,22.6,29.6,12.7,25.3,6.4,0.9,25.2,42.3,7.3,40400,44270,1830928000,"None",78,46600,2,33129910,0.00121944188800996,59.8755391638553
"221","High school diploma or equivalent","Radio Operators",1.3,17.9,29.4,16.7,30.4,3.7,0.5,19.2,46.1,4.2,770,44330,34257300,"None",98,310,2,33129910,0.0000232418379645462,59.8755391638553
"222","High school diploma or equivalent","First-Line Supervisors of Personal Service Workers",4.1,27.4,28.8,12.7,21.7,4.1,1.1,31.5,41.5,5.2,213620,37450,8662291000,"Less than 5 years",7.6,190450,2,33129910,0.0064479499038784,59.8755391638553
"223","High school diploma or equivalent","First-Line Supervisors of Police and Detectives",0.5,10.9,29.4,17.3,29.6,11.3,1,11.4,46.7,12.3,104860,87910,9604127400,"Less than 5 years",0.44,95540,2,33129910,0.00316511575189911,59.8755391638553
"224","High school diploma or equivalent","First-Line Supervisors of Production and Operating Workers",10.2,37.9,26.1,8.7,13.3,3.1,0.7,48.1,34.8,3.8,611800,58870,38335388000,"Less than 5 years",1.6,610500,2,33129910,0.0184666967100122,59.8755391638553
"225","High school diploma or equivalent","Bus and Truck Mechanics and Diesel Engine Specialists",13.1,46,24.2,12.9,2.9,0.6,0.2,59.1,37.1,0.8,260380,46360,12498240000,"None",73,254270,2,33129910,0.00785936333663448,59.8755391638553
"226","High school diploma or equivalent","Animal Control Workers",1.9,28.7,43.3,10,13.4,2.5,0.2,30.6,53.3,2.7,12700,35520,477266000,"None",21,12860,2,33129910,0.000383339405389269,59.8755391638553
"227","High school diploma or equivalent","Postal Service Mail Carriers",2.9,34.4,35.9,12.2,12.7,1.5,0.4,37.3,48.1,1.9,336900,57000,16851738000,"None",68,329030,2,33129910,0.0101690587146177,59.8755391638553
"228","High school diploma or equivalent","Flight Attendants",1,13.8,32.2,12.5,35.1,4.1,1.3,14.8,44.7,5.4,119000,50500,6266540000,"Less than 5 years",35,82330,2,33129910,0.0035919204127026,59.8755391638553
"229","High school diploma or equivalent","Tax Preparers",1.3,11.6,21,10,35.2,15.4,5.5,12.9,31,20.9,68720,38730,3236024800,"None",99,63600,2,33129910,0.00207425857782288,59.8755391638553
"230","High school diploma or equivalent","Floral Designers",2.3,9.5,16.7,12.5,48.2,9.3,1.5,11.8,29.2,10.8,43470,26350,1226723400,"None",4.7,44030,2,33129910,0.00131210739781666,59.8755391638553
"231","High school diploma or equivalent","Carpenters",25.9,42.6,19.6,5.3,5.6,0.8,0.2,68.5,24.9,1,693050,45170,34396071500,"None",72,676950,2,33129910,0.0209191633783491,59.8755391638553
"232","High school diploma or equivalent","Engine and Other Machine Assemblers",12.8,48.1,23.4,6.9,8.9,0,0,60.9,30.3,0,37770,43390,1681520400,"None",82,32460,2,33129910,0.00114005742846872,59.8755391638553
"233","High school diploma or equivalent","Print Binding and Finishing Workers",12,48.1,22.3,9.9,6.7,0.8,0.2,60.1,32.2,1,48680,32040,1657067200,"None",95,52590,2,33129910,0.0014693671066417,59.8755391638553
"234","High school diploma or equivalent","Operating Engineers and Other Construction Equipment Operators",20.3,50.9,20.8,4.9,2.8,0.2,0.1,71.2,25.7,0.3,365300,47040,18955417000,"None",95,356750,2,33129910,0.0110262901408425,59.8755391638553
"235","High school diploma or equivalent","Food Service Managers",8.9,28.3,27.4,9.7,21.4,3.7,0.6,37.2,37.1,4.3,208110,52030,11914297500,"Less than 5 years",8.3,187960,2,33129910,0.00628163493350872,59.8755391638553
"236","High school diploma or equivalent","Ophthalmic Laboratory Technicians",6.2,29.5,31.7,17.7,12.3,1.5,1,35.7,49.4,2.5,30100,30960,1024303000,"None",97,27860,2,33129910,0.000908544574977717,59.8755391638553
"237","High school diploma or equivalent","Textile Bleaching and Dyeing Machine Operators and Tenders",27.5,50.5,11.9,1.9,7.5,0.7,0,78,13.8,0.7,9800,28280,285670000,"None",97,9950,2,33129910,0.000295805210457861,59.8755391638553
"238","High school diploma or equivalent","Chemical Equipment Operators and Tenders",6.7,31.9,27.2,7.8,21.3,4.3,0.8,38.6,35,5.1,77870,47800,3947230300,"None",76,73840,2,33129910,0.00235044405493405,59.8755391638553
"239","High school diploma or equivalent","Forest Fire Inspectors and Prevention Specialists",1.5,22.7,30.7,20.9,20,3.7,0.5,24.2,51.6,4.2,1960,37380,90140400,"Less than 5 years",4.8,1070,2,33129910,0.0000591610420915722,59.8755391638553
"240","High school diploma or equivalent","Chemical Plant and System Operators",6.1,40.3,30.4,13.3,9,0.9,0.1,46.4,43.7,1,30290,62170,1866469800,"None",85,30760,2,33129910,0.000914279573955981,59.8755391638553
"241","High school diploma or equivalent","Psychiatric Aides",13.1,35.7,31.6,10.1,7.4,1.4,0.8,48.8,41.7,2.2,65770,27110,1929034100,"None",47,65190,2,33129910,0.00198521517263403,59.8755391638553
"242","High school diploma or equivalent","Tire Repairers and Changers",24.9,43,20.3,5.4,5.4,0.8,0.1,67.9,25.7,0.9,114690,26710,3269811900,"None",70,108730,2,33129910,0.00346182648851144,59.8755391638553
"243","High school diploma or equivalent","Furniture Finishers",23.1,36,16.7,9.7,11.9,2.7,0,59.1,26.4,2.7,17530,31300,581470100,"None",87,17190,2,33129910,0.000529129116257786,59.8755391638553
"244","High school diploma or equivalent","Childcare Workers",12.8,31.5,26.2,10.7,15.5,2.9,0.4,44.3,36.9,3.3,562420,22290,13363099200,"None",8.4,569380,2,33129910,0.0169762006597664,59.8755391638553
"245","High school diploma or equivalent","Gaming Cage Workers",4,45.6,34.9,2.8,12.7,0,0,49.6,37.7,0,17030,26320,480416300,"None",39,17430,2,33129910,0.000514037013683406,59.8755391638553
"246","High school diploma or equivalent","Parking Enforcement Workers",2.2,21.3,26.3,15,29.8,5.4,0,23.5,41.3,5.4,8660,39030,353674400,"None",84,8140,2,33129910,0.000261395216588273,59.8755391638553
"247","High school diploma or equivalent","Payroll and Timekeeping Clerks",1.9,27.1,34.8,13.9,18.9,3.2,0.3,29,48.7,3.5,152990,43890,6876900500,"None",97,159640,2,33129910,0.004617881545709,59.8755391638553
"248","High school diploma or equivalent","Gaming Managers",4.7,24,33.5,11.6,19,6.6,0.7,28.7,45.1,7.3,4420,72930,368893200,"Less than 5 years",9.1,3860,2,33129910,0.000133414186757525,59.8755391638553
"249","High school diploma or equivalent","Gaming Surveillance Officers and Gaming Investigators",6.1,35.3,32.1,10.3,13.2,2.7,0.4,41.4,42.4,3.1,10290,33260,372086400,"Less than 5 years",95,10150,2,33129910,0.000310595470980754,59.8755391638553
"250","High school diploma or equivalent","Gas Compressor and Gas Pumping Station Operators",11.5,46.3,26.9,7.8,7.1,0.3,0,57.8,34.7,0.3,3560,62810,220577600,"None",91,2710,2,33129910,0.00010745577032959,59.8755391638553
"251","High school diploma or equivalent","Rail-Track Laying and Maintenance Equipment Operators",10.6,53.6,27.1,5,3.7,0,0,64.2,32.1,0,15070,56060,849345200,"None",89,12920,2,33129910,0.000454875971591834,59.8755391638553
"252","High school diploma or equivalent","Locksmiths and Safe Repairers",9.2,46.6,29.1,8.4,4.9,1.2,0.5,55.8,37.5,1.7,17500,40680,747775000,"None",77,18430,2,33129910,0.000528223590103324,59.8755391638553
"253","High school diploma or equivalent","Real Estate Brokers",1.4,12.3,26.4,10.2,38.1,9.7,2.1,13.7,36.6,11.8,40530,56730,3076632300,"Less than 5 years",97,40630,2,33129910,0.0012233658346793,59.8755391638553
"254","High school diploma or equivalent","Pharmacy Technicians",1.8,20.1,34.7,21.6,18.2,2.5,1.1,21.9,56.3,3.6,417720,31750,13809823200,"None",92,398410,2,33129910,0.0126085461747406,59.8755391638553
"255","High school diploma or equivalent","Glaziers",21,47.9,22.1,4.6,3.2,1.1,0.1,68.9,26.7,1.2,47330,42580,2247228400,"None",73,46790,2,33129910,0.00142861842969087,59.8755391638553
"256","High school diploma or equivalent","Hazardous Materials Removal Workers",18.5,36.9,20.5,9.7,11.2,2.9,0.3,55.4,30.2,3.2,43260,41400,2004235800,"None",53,44100,2,33129910,0.00130576871473542,59.8755391638553
"257","High school diploma or equivalent","Physical Therapist Aides",1.5,6.1,13.4,51.8,23.5,2.4,1.4,7.6,65.2,3.8,49290,25730,1375683900,"None",61,50010,2,33129910,0.00148777947178245,59.8755391638553
"258","High school diploma or equivalent","Boilermakers",15.5,46.7,23.1,12.7,2,0,0,62.2,35.8,0,15020,62260,946410200,"None",68,15100,2,33129910,0.000453366761334395,59.8755391638553
"259","High school diploma or equivalent","Word Processors and Typists",2.8,28,32.1,14.3,18.2,3.8,0.7,30.8,46.4,4.5,65200,39740,2677764000,"None",81,66320,2,33129910,0.00196801017569924,59.8755391638553
"260","High school diploma or equivalent","First-Line Supervisors of Housekeeping and Janitorial Workers",15.4,38.2,24.2,7.7,12.2,1.9,0.4,53.6,31.9,2.3,155090,39230,6572714200,"Less than 5 years",94,161120,2,33129910,0.0046812683765214,59.8755391638553
"261","High school diploma or equivalent","Aircraft Cargo Handling Supervisors",8.1,34.8,28.2,9.9,16.1,2.6,0.4,42.9,38.1,3,8270,48150,438061900,"Less than 5 years",6.6,6710,2,33129910,0.000249623376580256,59.8755391638553
"262","High school diploma or equivalent","Pile-Driver Operators",20.3,50.9,20.8,4.9,2.8,0.2,0.1,71.2,25.7,0.3,3710,57650,236586700,"None",82,2970,2,33129910,0.000111983401101905,59.8755391638553
"263","High school diploma or equivalent","Subway and Streetcar Operators",6,38,34.5,10.7,7.9,2.2,0.7,44,45.2,2.9,12070,66420,771876500,"None",86,9400,2,33129910,0.000364323356145549,59.8755391638553
"264","High school diploma or equivalent","Home Appliance Repairers",11.9,38.4,31.3,11.8,5.3,1,0.2,50.3,43.1,1.2,32250,38160,1315477500,"None",72,32330,2,33129910,0.000973440616047553,59.8755391638553
"265","High school diploma or equivalent","Home Health Aides",13.1,35.7,31.6,10.1,7.4,1.4,0.8,48.8,41.7,2.2,820960,23210,19932908800,"None",39,814290,2,33129910,0.0247800250589271,59.8755391638553
"266","High school diploma or equivalent","Electrical Power-Line Installers and Repairers",5.7,39.4,32.2,15.7,6,0.9,0.1,45.1,47.9,1,116650,69380,8015021500,"None",9.7,116910,2,33129910,0.00352098753060301,59.8755391638553
"267","High school diploma or equivalent","Fitness Trainers and Aerobics Instructors",2.4,14.8,24,10.1,37.5,9.9,1.4,17.2,34.1,11.3,280080,39210,12245097600,"None",8.5,257370,2,33129910,0.00845399217806508,59.8755391638553
"268","High school diploma or equivalent","Nuclear Power Reactor Operators",1.1,28.2,32.6,18.2,17.3,2.4,0.3,29.3,50.8,2.7,6010,93370,567043500,"None",95,3100,2,33129910,0.000181407072944056,59.8755391638553
"269","High school diploma or equivalent","Tire Builders",4.8,53.1,32.1,5.5,3.2,0.5,0.9,57.9,37.6,1.4,21910,40230,919781800,"None",94,14700,2,33129910,0.000661335934809361,59.8755391638553
"270","High school diploma or equivalent","Industrial Machinery Mechanics",10.4,41.8,28,13.4,5.6,0.7,0.1,52.2,41.4,0.8,341260,51360,18124318600,"None",67,334480,2,33129910,0.0103006618490663,59.8755391638553
"271","High school diploma or equivalent","Correctional Officers and Jailers",1.5,30.1,36.1,14.6,15.3,2,0.3,31.6,50.7,2.3,428870,43540,20414212000,"None",60,414520,2,33129910,0.0129451000621493,59.8755391638553
"272","High school diploma or equivalent","Occupational Therapy Aides",0,0.7,6.1,75.7,15.4,1.3,0.8,0.7,81.8,2.1,7740,29200,261457200,"None",27,6830,2,33129910,0.000233625747851413,59.8755391638553
"273","High school diploma or equivalent","Telecommunications Line Installers and Repairers",6.8,36.9,33.2,13.6,8.2,1.1,0.2,43.7,46.8,1.3,107090,55060,6033450600,"None",49,95230,2,33129910,0.00323242652938085,59.8755391638553
"274","High school diploma or equivalent","Printing Press Operators",11.3,46.8,25.2,7.4,8.5,0.7,0.2,58.1,32.6,0.9,171130,35760,6478981800,"None",83,169930,2,33129910,0.00516542302710753,59.8755391638553
"275","High school diploma or equivalent","Private Detectives and Investigators",0.6,7.6,20.9,8.8,45.9,13.4,2.7,8.2,29.7,16.1,30980,50700,1706378400,"Less than 5 years",31,25750,2,33129910,0.000935106675508626,59.8755391638553
"276","High school diploma or equivalent","Couriers and Messengers",8.4,36.1,30.7,8.8,13.8,1.9,0.3,44.5,39.5,2.2,76710,28250,2301300000,"None",94,73810,2,33129910,0.00231543037696148,59.8755391638553
"277","High school diploma or equivalent","Procurement Clerks",2,21.1,25.9,8.9,29.3,12.1,0.6,23.1,34.8,12.7,70510,41910,2983983200,"None",98,72100,2,33129910,0.00212828830503916,59.8755391638553
"278","High school diploma or equivalent","Forest and Conservation Workers",19.1,20.9,23,12.1,20,4.4,0.5,40,35.1,4.9,7080,27650,221745600,"None",87,5870,2,33129910,0.00021370417245323,59.8755391638553
"279","High school diploma or equivalent","Excavating and Loading Machine and Dragline Operators",20,51,20.4,4.2,4,0.4,0,71,24.6,0.4,45450,42500,2126151000,"Less than 5 years",94,48320,2,33129910,0.0013718721240112,59.8755391638553
"280","High school diploma or equivalent","Jewelers and Precious Stone and Metal Workers",15.7,27,23.1,8.7,20.5,3.9,1.1,42.7,31.8,5,25710,37960,1084447800,"None",95,25820,2,33129910,0.000776035914374654,59.8755391638553
"281","High school diploma or equivalent","Medical Equipment Preparers",8.6,36.9,28,12,11.4,2.2,0.9,45.5,40,3.1,53920,35370,1998275200,"None",78,52520,2,33129910,0.00162753234162121,59.8755391638553
"282","High school diploma or equivalent","Locomotive Firers",3.2,36.7,37.2,11,11.1,0.8,0,39.9,48.2,0.8,670,60360,41687400,"None",93,490,2,33129910,0.0000202234174496701,59.8755391638553
"283","High school diploma or equivalent","Photographers",2.2,12,24.1,10.5,42.1,8,1.1,14.2,34.6,9.1,49320,32490,2068480800,"None",2.1,48660,2,33129910,0.00148868499793691,59.8755391638553
"284","High school diploma or equivalent","Customer Service Representatives",4,26.4,31.5,11.7,21.8,4,0.6,30.4,43.2,4.6,2767790,32890,98671713500,"None",55,2707030,2,33129910,0.0835435411686902,59.8755391638553
"285","High school diploma or equivalent","Data Entry Keyers",2.7,26.2,32.9,13.6,20.3,3.9,0.4,28.9,46.5,4.3,180100,30930,5858653000,"None",99,193890,2,33129910,0.00543617534729192,59.8755391638553
"286","High school diploma or equivalent","Driver/Sales Workers",16.3,47.6,23.5,6.1,5.4,0.9,0.3,63.9,29.6,1.2,426870,24040,12417648300,"None",98,426300,2,33129910,0.0128847316518518,59.8755391638553
"287","High school diploma or equivalent","Legal Secretaries",2.3,27.4,32.3,14.7,19.3,3.5,0.6,29.7,47,4.1,185870,44730,9033282000,"None",98,191200,2,33129910,0.00561033821100027,59.8755391638553
"288","High school diploma or equivalent","Metal-Refining Furnace Operators and Tenders",14.1,56.1,20.5,6.1,2.8,0.2,0.1,70.2,26.6,0.3,17610,41300,735569700,"None",88,16300,2,33129910,0.000531543852669687,59.8755391638553
