"","typicaled","occupation","lessthanhs","hsdiploma","somecollege","associates","bachelors","masters","professional","hsorless","somecollegeorassociates","postgrad","TOT_EMP","A_MEDIAN","natlwage","workexp","probability","total","reveal","sum_tot_emp","weight","mean_prob"
"289","High school diploma or equivalent","Bailiffs",1.5,30.1,36.1,14.6,15.3,2,0.3,31.6,50.7,2.3,18480,42960,853591200,"None",36,16510,2,33129910,0.00055780411114911,59.8755391638553
"290","High school diploma or equivalent","Light Truck or Delivery Services Drivers",16.3,47.6,23.5,6.1,5.4,0.9,0.3,63.9,29.6,1.2,877670,31450,31253828700,"None",69,858730,2,33129910,0.0264917713329134,59.8755391638553
"291","High school diploma or equivalent","Mine Cutting and Channeling Machine Operators",14.8,51.9,24.1,4.4,4.1,0.7,0,66.7,28.5,0.7,5400,52270,282744000,"None",59,4110,2,33129910,0.000162994707803311,59.8755391638553
"292","High school diploma or equivalent","Detectives and Criminal Investigators",0.8,7.1,25.3,11.5,40.9,12.3,2.2,7.9,36.8,14.5,105350,79970,8777762000,"Less than 5 years",34,105000,2,33129910,0.00317990601242201,59.8755391638553
"293","High school diploma or equivalent","Bicycle Repairers",24.9,43,20.3,5.4,5.4,0.8,0.1,67.9,25.7,0.9,12720,28390,373586400,"None",94,10370,2,33129910,0.000383943089492244,59.8755391638553
"294","High school diploma or equivalent","Real Estate Sales Agents",1.4,12.3,26.4,10.2,38.1,9.7,2.1,13.7,36.6,11.8,147960,45990,8822854800,"None",86,151710,2,33129910,0.00446605499381073,59.8755391638553
"295","High school diploma or equivalent","Postal Service Clerks",3.4,31,38.3,11.5,13.7,1.8,0.1,34.4,49.8,1.9,82890,58550,4122119700,"None",95,82010,2,33129910,0.00250196876478083,59.8755391638553
"296","High school diploma or equivalent","Medical Appliance Technicians",6.2,29.5,31.7,17.7,12.3,1.5,1,35.7,49.4,2.5,13640,37190,551874400,"None",45,14240,2,33129910,0.000411712558229105,59.8755391638553
"297","High school diploma or equivalent","log Graders and Scalers",31.6,48,11.9,3.7,3.3,1.5,0,79.6,15.6,1.5,3010,37880,116517100,"None",97,2670,2,33129910,0.0000908544574977716,59.8755391638553
"298","High school diploma or equivalent","Recreational Vehicle Service Technicians",24.9,43,20.3,5.4,5.4,0.8,0.1,67.9,25.7,0.9,14780,37200,578784800,"None",59,13410,2,33129910,0.000446122552098693,59.8755391638553
"299","High school diploma or equivalent","Food Batchmakers",21.2,43.4,17.7,9.2,7.3,1,0.2,64.6,26.9,1.2,151950,28500,4692216000,"None",70,147490,2,33129910,0.00458648997235429,59.8755391638553
"300","High school diploma or equivalent","Stock Clerks and Order Fillers",13.4,42.7,25.6,7.5,9.1,1.4,0.3,56.1,33.1,1.7,2046040,24470,56163798000,"None",64,2016320,2,33129910,0.0617580911025717,59.8755391638553
"301","High school diploma or equivalent","Musical Instrument Repairers and Tuners",3.9,23.3,28.7,20.7,18.6,3.9,0.9,27.2,49.4,4.8,8240,36530,321689600,"None",91,6600,2,33129910,0.000248717850425794,59.8755391638553
"302","High school diploma or equivalent","Reinforcing Iron and Rebar Workers",35.6,43.4,14.6,3.1,2.5,0.6,0.3,79,17.7,0.9,18480,46850,1002909600,"None",90,19570,2,33129910,0.00055780411114911,59.8755391638553
"303","High school diploma or equivalent","Structural Metal Fabricators and Fitters",11.9,49.3,25.5,7.5,5.3,0.1,0.4,61.2,33,0.5,77600,38450,3142024000,"None",41,76340,2,33129910,0.00234229431954388,59.8755391638553
"304","High school diploma or equivalent","New Accounts Clerks",1.3,18.7,37.2,10.9,29.2,2.3,0.4,20,48.1,2.7,41680,35260,1523820800,"None",99,41430,2,33129910,0.00125807767060037,59.8755391638553
"305","High school diploma or equivalent","Residential Advisors",3,18.5,30.9,13.7,24.1,9,0.8,21.5,44.6,9.8,110720,26830,3194272000,"None",6.4,110330,2,33129910,0.00334199519407086,59.8755391638553
"306","High school diploma or equivalent","First-Line Supervisors of Retail Sales Workers",5.6,29.5,28.6,10,21.5,3.8,1,35.1,38.6,4.8,1200180,38550,52303844400,"Less than 5 years",28,1194270,2,33129910,0.0362264793354404,59.8755391638553
"307","High school diploma or equivalent","Electricians",7.7,37.3,32.1,15.2,6.7,0.9,0.2,45,47.3,1.1,631080,54110,36545842800,"None",15,607110,2,33129910,0.0190486481852803,59.8755391638553
"308","High school diploma or equivalent","Outdoor Power Equipment and Other Small Engine Mechanics",18.1,40.7,25.2,10.5,4.2,1.1,0.2,58.8,35.7,1.3,31300,34370,1127426000,"None",93,32990,2,33129910,0.00094476562115623,59.8755391638553
"309","High school diploma or equivalent","First-Line Supervisors of Food Preparation and Serving Workers",11.8,34.4,29,10,12.6,1.8,0.4,46.2,39,2.2,927440,31960,32887022400,"Less than 5 years",63,908590,2,33129910,0.0279940392231672,59.8755391638553
"310","High school diploma or equivalent","Receptionists and Information Clerks",4.1,32.8,34.1,12.6,13.6,2.5,0.3,36.9,46.7,2.8,1014900,28390,30081636000,"None",96,997760,2,33129910,0.0306339498054779,59.8755391638553
"311","High school diploma or equivalent","Occupational Health and Safety Technicians",1.9,11.4,14.2,7.8,36.8,25,2.8,13.3,22,27.8,17490,49960,943235700,"None",25,16390,2,33129910,0.000527921748051836,59.8755391638553
"312","High school diploma or equivalent","Gaming and Sports Book Writers and Runners",7.9,35.6,30.6,9.3,14.1,2.2,0.4,43.5,39.9,2.6,11210,24030,308835500,"None",91,9240,2,33129910,0.000338364939717615,59.8755391638553
"313","High school diploma or equivalent","Terrazzo Workers and Finishers",38.9,40.9,15.1,1.3,3.2,0.5,0.2,79.8,16.4,0.7,2630,40590,119717600,"None",88,1750,2,33129910,0.0000793844595412423,59.8755391638553
"314","High school diploma or equivalent","Security and Fire Alarm Systems Installers",8.6,39.5,29.7,12.4,8.5,1,0.4,48.1,42.1,1.4,69830,45670,3288993000,"None",82,67620,2,33129910,0.002107763045538,59.8755391638553
"315","High school diploma or equivalent","Telephone Operators",4.8,29.9,39.4,12,10,2.8,1.2,34.7,51.4,4,6310,36320,242367100,"None",97,5710,2,33129910,0.000190462334488684,59.8755391638553
"316","High school diploma or equivalent","Tellers",2.1,35.3,33.6,12.1,15,1.7,0.3,37.4,45.7,2,491150,28110,14184412000,"None",98,496710,2,33129910,0.0148249723588141,59.8755391638553
"317","High school diploma or equivalent","Veterinary Assistants and Laboratory Animal Caretakers",6.5,20.7,27.7,14.6,27.6,2.2,0.7,27.2,42.3,2.9,84400,26140,2326908000,"None",86,79790,2,33129910,0.00254754691455546,59.8755391638553
"318","High school diploma or equivalent","Etchers and Engravers",12.8,36.3,25.3,8.7,13.6,2.2,1.2,49.1,34,3.4,8620,30890,291873200,"None",98,9060,2,33129910,0.000260187848382323,59.8755391638553
"319","High school diploma or equivalent","Order Clerks",9.7,32.6,27,10.1,17.6,2.5,0.6,42.3,37.1,3.1,169120,33510,5975009600,"None",98,176860,2,33129910,0.00510475277475852,59.8755391638553
"320","High school diploma or equivalent","Timing Device Assemblers and Adjusters",17.5,46.8,22.5,6.5,5.7,0.8,0.2,64.3,29,1,680,34800,25370800,"None",98,130,2,33129910,0.0000205252595011577,59.8755391638553
"321","High school diploma or equivalent","Water and Wastewater Treatment Plant and System Operators",3.4,40.2,31.5,11.6,11,2,0.3,43.6,43.1,2.3,117450,46150,5671660500,"None",61,115630,2,33129910,0.00354513489472202,59.8755391638553
"322","High school diploma or equivalent","Power Plant Operators",1.1,28.2,32.6,18.2,17.3,2.4,0.3,29.3,50.8,2.7,34170,77180,2595894900,"None",85,34520,2,33129910,0.00103139428993318,59.8755391638553
"323","High school diploma or equivalent","Wellhead Pumpers",11.5,46.3,26.9,7.8,7.1,0.3,0,57.8,34.7,0.3,11200,52260,594944000,"Less than 5 years",84,11470,2,33129910,0.000338063097666127,59.8755391638553
"324","High school diploma or equivalent","Medical Secretaries",2.3,27.4,32.3,14.7,19.3,3.5,0.6,29.7,47,4.1,576520,34610,20679772400,"None",81,556800,2,33129910,0.0174017979523639,59.8755391638553
"325","High school diploma or equivalent","Personal Care Aides",16.4,34.2,27.6,8.7,10.2,2.3,0.6,50.6,36.3,2.9,2035610,23100,49058201000,"None",74,1492220,2,33129910,0.0614432698428701,59.8755391638553
"326","High school diploma or equivalent","Social and Human Service Assistants",2.6,15.3,25,10.6,31.8,13,1.7,17.9,35.6,14.7,384080,33120,13619476800,"None",13,360720,2,33129910,0.0115931495135363,59.8755391638553
"327","High school diploma or equivalent","Pest Control Workers",7.4,45.8,27.7,7.7,10,1.1,0.2,53.2,35.4,1.3,75130,34370,2750509300,"None",66,72790,2,33129910,0.00226773933282644,59.8755391638553
"328","High school diploma or equivalent","Transportation Inspectors",5,32.7,30.9,14.1,14.4,2.7,0.2,37.7,45,2.9,30030,72140,2213811600,"None",90,27220,2,33129910,0.000906431680617303,59.8755391638553
"329","High school diploma or equivalent","Railroad Conductors and Yardmasters",2.6,33.1,36.3,12.2,13.3,1.7,0.8,35.7,48.5,2.5,44490,60300,2819331300,"None",83,32150,2,33129910,0.00134289528706839,59.8755391638553
"330","High school diploma or equivalent","Surveying and Mapping Technicians",5.9,28.8,38.1,20.9,5.3,0.8,0.3,34.7,59,1.1,51890,43340,2405101500,"None",96,50320,2,33129910,0.00156625840516923,59.8755391638553
"331","High school diploma or equivalent","Shoe and Leather Workers and Repairers",24.3,43.8,18.2,3,6,3.7,1.1,68.1,21.2,4.8,7180,25610,197809000,"None",52,6930,2,33129910,0.000216722592968106,59.8755391638553
"332","High school diploma or equivalent","Gas Plant Operators",6.1,40.3,30.4,13.3,9,0.9,0.1,46.4,43.7,1,14890,69030,1036344000,"None",78,15900,2,33129910,0.000449442814665056,59.8755391638553
"333","High school diploma or equivalent","First-Line Supervisors of Correctional Officers",0.6,26.3,32.4,15.9,19.7,4.6,0.4,26.9,48.3,5,42280,62500,2827686400,"Less than 5 years",2.5,40530,2,33129910,0.00127618819368963,59.8755391638553
"334","High school diploma or equivalent","Power Distributors and Dispatchers",1.1,28.2,32.6,18.2,17.3,2.4,0.3,29.3,50.8,2.7,12110,82510,996774100,"None",64,11080,2,33129910,0.0003655307243515,59.8755391638553
"335","High school diploma or equivalent","Highway Maintenance Workers",12.1,56.8,21.3,6.2,3.2,0.4,0,68.9,27.5,0.4,146580,38700,5907174000,"None",87,143240,2,33129910,0.00442440079070544,59.8755391638553
"336","High school diploma or equivalent","Insurance Sales Agents",1.5,14.9,26.5,9.7,38.9,7,1.5,16.4,36.2,8.5,386320,49710,25879576800,"None",92,385720,2,33129910,0.0116607621330695,59.8755391638553
"337","High school diploma or equivalent","Stonemasons",35.6,43.4,14.6,3.1,2.5,0.6,0.3,79,17.7,0.9,11990,38940,508016300,"None",89,11190,2,33129910,0.000361908619733649,59.8755391638553
"338","High school diploma or equivalent","First-Line Supervisors of Office and Administrative Support Workers",2.8,22.1,28,11.6,26.1,8,1.5,24.9,39.6,9.5,1458380,55060,85373565200,"Less than 5 years",1.4,1443130,2,33129910,0.0440200411048506,59.8755391638553
"339","High school diploma or equivalent","Crane and Tower Operators",16.6,50.2,23.6,5.6,3.6,0.3,0,66.8,29.2,0.3,43660,52200,2431425400,"Less than 5 years",90,44920,2,33129910,0.00131784239679492,59.8755391638553
"340","High school diploma or equivalent","Watch Repairers",3.9,23.3,28.7,20.7,18.6,3.9,0.9,27.2,49.4,4.8,2130,35770,84198900,"None",99,1090,2,33129910,0.0000642923569668617,59.8755391638553
"341","High school diploma or equivalent","Nonfarm Animal Caretakers",8.2,32.7,27.4,10.2,17.8,2.8,1,40.9,37.6,3.8,190520,22950,4795388400,"None",82,186670,2,33129910,0.00575069476494201,59.8755391638553
"342","High school diploma or equivalent","Septic Tank Servicers and Sewer Pipe Cleaners",22.3,39.1,23.5,7.1,6.7,1.1,0.2,61.4,30.6,1.3,26250,37950,1065487500,"None",83,25430,2,33129910,0.000792335385154985,59.8755391638553
"343","High school diploma or equivalent","Traffic Technicians",5.3,38.8,34.4,9.9,8,3.3,0.4,44.1,44.3,3.7,6980,45670,344044200,"None",90,6050,2,33129910,0.000210685751938354,59.8755391638553
"344","High school diploma or equivalent","Photographic Process Workers and Processing Machine Operators",6.1,25.9,21.6,10.4,30.4,4.7,0.9,32,32,5.6,22450,27480,737931500,"None",99,26200,2,33129910,0.000677635405589692,59.8755391638553
"345","High school diploma or equivalent","Tree Trimmers and Pruners",37.8,35.8,14.8,4.4,6.2,1,0.1,73.6,19.2,1.1,41140,36460,1587181200,"None",77,36930,2,33129910,0.00124177819982004,59.8755391638553
"346","High school diploma or equivalent","Rail Car Repairers",13.1,44.7,25.4,12,3.7,0.6,0.3,57.8,37.4,0.9,24090,57460,1358194200,"None",88,19390,2,33129910,0.000727137502033661,59.8755391638553
"347","High school diploma or equivalent","Upholsterers",29.7,44.3,15,7.2,2.5,1.2,0.1,74,22.2,1.3,32500,33660,1139450000,"None",39,31740,2,33129910,0.000980986667334744,59.8755391638553
"348","High school diploma or equivalent","Travel Agents",2.1,18.8,29.1,14.7,28,6.4,0.8,20.9,43.8,7.2,67330,36990,2749757200,"None",9.9,68690,2,33129910,0.0020323025326661,59.8755391638553
"349","High school diploma or equivalent","Structural Iron and Steel Workers",14.1,46.5,26.7,7.9,4.2,0.5,0.1,60.6,34.6,0.6,74420,52610,4237474800,"None",83,69300,2,33129910,0.00224630854717082,59.8755391638553
"350","High school diploma or equivalent","File Clerks",3.8,29.7,30.8,12.7,18.2,4,0.8,33.5,43.5,4.8,118840,30120,3826648000,"None",97,130710,2,33129910,0.0035870909398788,59.8755391638553
"351","Master's degree","Industrial-Organizational Psychologists",0,0,0,0,6.8,42.7,50.5,0,0,93.2,920,87100,94327600,"None",1.2,560,6,1281710,0.000717791075984427,10.4851152756864
"352","Master's degree","Curators",0.6,5.5,8.5,3.7,30.8,42.7,8.3,6.1,12.2,51,11550,53770,679486500,"None",0.68,11160,6,1281710,0.00901139883436971,10.4851152756864
"353","Master's degree","Rehabilitation Counselors",1.1,5.1,8.3,5,25.1,50.4,5,6.2,13.3,55.4,103840,34860,4044568000,"None",0.94,103030,6,1281710,0.0810167666632858,10.4851152756864
"354","Master's degree","Orthotists and Prosthetists",2.5,17.1,31.9,17.1,22.3,6.4,2.7,19.6,49,9.1,7840,66240,556404800,"None",0.35,6260,6,1281710,0.00611682829969338,10.4851152756864
"355","Master's degree","Economists",0,0,0,0,23.2,44.8,32,0,0,76.8,19550,102490,2202307500,"None",43,17840,6,1281710,0.0152530603646691,10.4851152756864
"356","Master's degree","Urban and Regional Planners",1.4,1,6.4,1.5,36.8,48.2,4.7,2.4,7.9,52.9,35310,71490,2625298500,"None",13,34810,6,1281710,0.0275491335793588,10.4851152756864
"357","Master's degree","Anthropologists and Archeologists",0,3,5.5,2.4,35.6,38.7,14.9,3,7.9,53.6,6120,62280,405939600,"None",0.77,5860,6,1281710,0.00477487107067901,10.4851152756864
"358","Master's degree","Instructional Coordinators",0.4,5,7.2,4.7,30.3,42.9,9.5,5.4,11.9,52.4,157490,63750,10501433200,"5 years or more",0.42,147310,6,1281710,0.122874909300856,10.4851152756864
"359","Master's degree","Sociologists",0,3,5.5,2.4,35.6,38.7,14.9,3,7.9,53.6,2770,79650,238580100,"None",5.9,2650,6,1281710,0.00216117530486616,10.4851152756864
"360","Master's degree","Marriage and Family Therapists",1.1,5.1,8.3,5,25.1,50.4,5,6.2,13.3,55.4,42880,48790,2309516800,"None",1.4,36180,6,1281710,0.0334553058024046,10.4851152756864
"361","Master's degree","Archivists",0.6,5.5,8.5,3.7,30.8,42.7,8.3,6.1,12.2,51,6080,51760,337257600,"None",76,5400,6,1281710,0.00474366276302752,10.4851152756864
"362","Master's degree","Mental Health and Substance Abuse Social Workers",1.1,5.8,9.4,6,40.8,35.1,1.8,6.9,15.4,36.9,112040,43250,5358873200,"None",0.31,111370,6,1281710,0.0874144697318426,10.4851152756864
"363","Master's degree","Occupational Therapists",0.3,1.2,1.4,6,39.1,46.1,5.9,1.5,7.4,52,126050,83200,10668872000,"None",0.35,118060,6,1281710,0.0983451794867794,10.4851152756864
"364","Master's degree","Mathematicians",0,0,4.1,2.3,30.2,40.6,22.8,0,6.4,63.4,2730,103010,285831000,"None",4.7,2210,6,1281710,0.00212996699721466,10.4851152756864
"365","Master's degree","Speech-Language Pathologists",0.3,1.1,0.6,0.9,10.3,83.5,3.4,1.4,1.5,86.9,142360,76610,11356057200,"None",0.64,136010,6,1281710,0.111070366931677,10.4851152756864
"366","Master's degree","Political Scientists",0,3,5.5,2.4,35.6,38.7,14.9,3,7.9,53.6,6320,115110,708029600,"None",3.9,5960,6,1281710,0.0049309126089365,10.4851152756864
"367","Master's degree","Statisticians",0,0,4.1,2.3,30.2,40.6,22.8,0,6.4,63.4,36540,84060,3251329200,"None",22,33330,6,1281710,0.0285087890396424,10.4851152756864
"368","Master's degree","Survey Researchers",0,3,5.5,2.4,35.6,38.7,14.9,3,7.9,53.6,11270,54270,684089000,"None",23,11330,6,1281710,0.00879294068080923,10.4851152756864
"369","Master's degree","Healthcare Social Workers",1.1,5.8,9.4,6,40.8,35.1,1.8,6.9,15.4,36.9,167730,54870,9528741300,"None",0.35,159340,6,1281710,0.130864236059639,10.4851152756864
"370","Master's degree","Farm and Home Management Advisors",0.4,5,7.2,4.7,30.3,42.9,9.5,5.4,11.9,52.4,8450,49510,441259000,"None",0.75,7250,6,1281710,0.0065927549913787,10.4851152756864
"371","Master's degree","Historians",0,3,5.5,2.4,35.6,38.7,14.9,3,7.9,53.6,3060,59120,196513200,"None",44,2190,6,1281710,0.00238743553533951,10.4851152756864
"372","Master's degree","Computer and Information Research Scientists",0.4,4.9,2.5,0.3,34.8,33,24,5.3,2.8,57,27920,114520,3338394400,"None",1.5,24750,6,1281710,0.0217833987407448,10.4851152756864
"373","Master's degree","Epidemiologists",0.3,0.6,0.3,0.6,21.7,23.1,53.5,0.9,0.9,76.6,6870,69660,523700100,"None",20,5080,6,1281710,0.00536002683914458,10.4851152756864
"374","Master's degree","Librarians",0.2,1.9,8.4,4.5,23.3,56.8,4.9,2.1,12.9,61.7,126800,58520,7704368000,"None",65,129310,6,1281710,0.0989303352552449,10.4851152756864
"375","Master's degree","Physician Assistants",0.4,0.6,2.2,4.5,16.5,58.6,17.2,1,6.7,75.8,109220,104860,11441887200,"None",14,104100,6,1281710,0.0852142840424121,10.4851152756864
"376","No formal educational credential","Telemarketers",6,30.2,33.4,10.8,16.6,2.9,0.2,36.2,44.2,3.1,189670,24460,5248168900,"None",99,214570,1,23765700,0.00798082951480495,90.0335969485435
"377","No formal educational credential","Fence Erectors",45,33.1,15.7,2.9,2.5,0.5,0.4,78.1,18.6,0.9,21430,33320,777051800,"None",92,20030,1,23765700,0.000901719705289556,90.0335969485435
"378","No formal educational credential","Carpet Installers",36.6,41.5,14.5,4,2.9,0.4,0,78.1,18.5,0.4,26120,38830,1154504000,"None",87,24540,1,23765700,0.0010990629352386,90.0335969485435
"379","No formal educational credential","Gaming Change Persons and Booth Cashiers",14.9,40.9,25.4,7.5,9.3,1.7,0.3,55.8,32.9,2,24050,23910,624097500,"None",83,19940,1,23765700,0.00101196261839542,90.0335969485435
"380","No formal educational credential","Floor Sanders and Finishers",36.6,41.5,14.5,4,2.9,0.4,0,78.1,18.5,0.4,4320,36950,169603200,"None",87,3490,1,23765700,0.000181774574281422,90.0335969485435
"381","No formal educational credential","Roofers",46.8,36.7,11.4,1.7,3,0.3,0.1,83.5,13.1,0.4,121170,38970,5183652600,"None",90,116160,1,23765700,0.0050985243439074,90.0335969485435
"382","No formal educational credential","Landscaping and Groundskeeping Workers",37.8,35.8,14.8,4.4,6.2,1,0.1,73.6,19.2,1.1,912360,27670,27097092000,"None",95,906620,1,23765700,0.0383897802294904,90.0335969485435
"383","No formal educational credential","Drywall and Ceiling Tile Installers",44.8,39.9,11.1,2.1,1.9,0.3,0,84.7,13.2,0.3,96550,42860,4755087500,"None",79,91890,1,23765700,0.00406257758029429,90.0335969485435
"384","No formal educational credential","Paperhangers",35,39.2,15.6,4.2,4.8,0.9,0.2,74.2,19.8,1.1,2710,37030,110920300,"None",87,1810,1,23765700,0.000114029883403392,90.0335969485435
"385","No formal educational credential","Hoist and Winch Operators",16.8,59.1,12.3,6.9,4.6,0.4,0,75.9,19.2,0.4,3080,43210,169122800,"None",65,1910,1,23765700,0.000129598539071014,90.0335969485435
"386","No formal educational credential","Food Preparation Workers",26,37.3,20.8,6.4,7.8,1.3,0.3,63.3,27.2,1.6,832690,22730,19901291000,"None",87,850660,1,23765700,0.0350374699672217,90.0335969485435
"387","No formal educational credential","Construction Laborers",34.5,39.6,16.1,4.1,4.8,0.7,0.2,74.1,20.2,0.9,962060,34530,37414513400,"None",88,912090,1,23765700,0.0404810293826818,90.0335969485435
"388","No formal educational credential","Machine Feeders and Offbearers",25.5,45.8,17.9,6,4.1,0.6,0.2,71.3,23.9,0.8,74350,28510,2283288500,"None",93,80050,1,23765700,0.00312845824023698,90.0335969485435
"389","No formal educational credential","Craft Artists",2.5,11.3,18.7,8.4,46.4,11.3,1.4,13.8,27.1,12.7,4730,34940,194781400,"None",3.5,3920,1,23765700,0.000199026327859057,90.0335969485435
"390","No formal educational credential","Athletes and Sports Competitors",1.5,10.5,18.6,7,41.2,19.1,2.1,12,25.6,21.2,11150,51370,984545000,"None",28,8470,1,23765700,0.000469163542416171,90.0335969485435
"391","No formal educational credential","Continuous Mining Machine Operators",14.8,51.9,24.1,4.4,4.1,0.7,0,66.7,28.5,0.7,12000,54620,660480000,"None",54,9870,1,23765700,0.000504929373003951,90.0335969485435
"392","No formal educational credential","Automotive and Watercraft Service Attendants",18.9,43.8,24.7,4.5,6.3,1.4,0.4,62.7,29.2,1.8,118850,23390,2983135000,"None",83,109310,1,23765700,0.00500090466512663,90.0335969485435
"393","No formal educational credential","Dining Room and Cafeteria Attendants and Bartender Helpers",25.6,41.3,19.7,5.4,6.9,0.8,0.2,66.9,25.1,1,436730,21160,10066626500,"None",91,423070,1,23765700,0.0183764837560013,90.0335969485435
"394","No formal educational credential","Taxi Drivers and Chauffeurs",13.5,34.4,25.3,7.7,14.4,3.9,0.8,47.9,33,4.7,198470,24880,5453955600,"None",89,188870,1,23765700,0.00835111105500785,90.0335969485435
"395","No formal educational credential","Demonstrators and Product Promoters",7.6,31.1,29.9,8.2,17.7,4.4,1,38.7,38.1,5.4,84780,27060,2698547400,"None",51,85020,1,23765700,0.00356732602027291,90.0335969485435
"396","No formal educational credential","Industrial Truck and Tractor Operators",20.4,51.9,20.2,4.3,2.9,0.2,0,72.3,24.5,0.2,570300,33630,20171511000,"None",93,542770,1,23765700,0.0239967684520128,90.0335969485435
"397","No formal educational credential","Refuse and Recyclable Material Collectors",25.8,48.2,16.7,4.9,3.9,0.6,0.1,74,21.6,0.7,115130,36160,4480859600,"None",93,114650,1,23765700,0.00484437655949541,90.0335969485435
"398","No formal educational credential","Parts Salespersons",8.7,46.8,28.2,9.5,5.9,0.6,0.3,55.5,37.7,0.9,252770,29380,8321188400,"None",98,248730,1,23765700,0.0106359164678507,90.0335969485435
"399","No formal educational credential","Maids and Housekeeping Cleaners",37.4,39,14.3,4.2,4.2,0.6,0.2,76.4,18.5,0.8,922660,22860,22725115800,"None",69,924640,1,23765700,0.0388231779413188,90.0335969485435
"400","No formal educational credential","Bartenders",5.9,27.6,35.2,10.3,18.7,2,0.4,33.5,45.5,2.4,613350,21690,16106571000,"None",77,603330,1,23765700,0.0258082025776644,90.0335969485435
"401","No formal educational credential","Amusement and Recreation Attendants",8.9,28.8,28.2,8.4,20,5,0.8,37.7,36.6,5.8,310970,21060,7077677200,"None",72,286730,1,23765700,0.0130848239269199,90.0335969485435
"402","No formal educational credential","Plasterers and Stucco Masons",46.3,39.4,10.1,1.7,2.3,0.1,0.1,85.7,11.8,0.2,24180,40750,1098013800,"None",84,21100,1,23765700,0.00101743268660296,90.0335969485435
"403","No formal educational credential","Sewing Machine Operators",40.1,36.1,13.7,4.2,4.8,0.8,0.1,76.2,17.9,0.9,136530,24320,3583912500,"None",89,139510,1,23765700,0.00574483394135245,90.0335969485435
"404","No formal educational credential","Models",7.6,31.1,29.9,8.2,17.7,4.4,1,38.7,38.1,5.4,3710,22900,118237700,"None",98,2810,1,23765700,0.000156107331153722,90.0335969485435
"405","No formal educational credential","Retail Salespersons",6.8,29.2,28.2,10.3,21.2,3.8,0.7,36,38.5,4.5,4442090,23210,121979791400,"None",92,4528570,1,23765700,0.18691180987726,90.0335969485435
"406","No formal educational credential","Conveyor Operators and Tenders",16.8,59.1,12.3,6.9,4.6,0.4,0,75.9,19.2,0.4,26570,32300,916133600,"None",93,27590,1,23765700,0.00111799778672625,90.0335969485435
"407","No formal educational credential","Waiters and Waitresses",12.7,32.6,29.7,9.3,13.6,1.7,0.4,45.3,39,2.1,2584220,20820,65329081600,"None",94,2564620,1,23765700,0.108737382025356,90.0335969485435
"408","No formal educational credential","Parking Lot Attendants",15.3,36.8,24.1,9.8,11.3,2.4,0.3,52.1,33.9,2.7,145400,22810,3537582000,"None",87,145820,1,23765700,0.00611806090289787,90.0335969485435
"409","No formal educational credential","Farm Labor Contractors",1.6,9.8,18.5,8.5,43.5,16,2.1,11.4,27,18.1,780,35660,38134200,"Less than 5 years",97,350,1,23765700,0.0000328204092452568,90.0335969485435
"410","No formal educational credential","Cement Masons and Concrete Finishers",38.9,40.9,15.1,1.3,3.2,0.5,0.2,79.8,16.4,0.7,178640,40650,8126333600,"None",94,173910,1,23765700,0.00751671526611882,90.0335969485435
"411","No formal educational credential","Cleaners of Vehicles and Equipment",30.2,43.7,16.9,4.5,3.8,0.6,0.3,73.9,21.4,0.9,373290,23360,9619683300,"None",37,348790,1,23765700,0.0157070904707204,90.0335969485435
"412","No formal educational credential","Counter and Rental Clerks",11.7,38.5,23.6,8,15.3,2.4,0.4,50.2,31.6,2.8,445530,25820,13250062200,"None",97,450320,1,23765700,0.0187467652962042,90.0335969485435
"413","No formal educational credential","Cashiers",14.9,40.9,25.4,7.5,9.3,1.7,0.3,55.8,32.9,2,3588960,21050,79531353600,"None",97,3540980,1,23765700,0.151014276878022,90.0335969485435
"414","No formal educational credential","Shampooers",22.9,37,21.1,7.6,9.5,1.6,0.3,59.9,28.7,1.9,13330,20320,288594500,"None",79,14390,1,23765700,0.000560892378511889,90.0335969485435
"415","No formal educational credential","Crossing Guards",15.3,44.7,23.8,8,6.2,1.5,0.4,60,31.8,1.9,76440,27630,2306194800,"None",49,72460,1,23765700,0.00321640010603517,90.0335969485435
"416","No formal educational credential","Mine Shuttle Car Operators",16.9,46.9,23.1,7,5.5,0.7,0.1,63.8,30.1,0.8,1550,56890,87590500,"None",37,1370,1,23765700,0.0000652200440130103,90.0335969485435
"417","No formal educational credential","Tile and Marble Setters",36.6,41.5,14.5,4,2.9,0.4,0,78.1,18.5,0.4,38820,41680,1800083400,"None",75,36690,1,23765700,0.00163344652166778,90.0335969485435
"418","No formal educational credential","Laundry and Dry-Cleaning Workers",35.2,41.6,14.2,3.8,4.2,0.9,0.1,76.8,18,1,209350,22370,4976249500,"None",71,207730,1,23765700,0.00880891368653143,90.0335969485435
"419","No formal educational credential","Bakers",21.3,39.2,20.8,8.4,9,0.8,0.4,60.5,29.2,1.2,182890,25690,5106288800,"None",89,180450,1,23765700,0.00769554441905772,90.0335969485435
"420","No formal educational credential","Tapers",44.8,39.9,11.1,2.1,1.9,0.3,0,84.7,13.2,0.3,18080,51620,1004163200,"None",62,17960,1,23765700,0.000760760255325953,90.0335969485435
"421","No formal educational credential","Sailors and Marine Oilers",11.9,37.2,30.2,4.9,13.5,2.4,0,49.1,35.1,2.4,30940,40730,1440566400,"None",83,28420,1,23765700,0.00130187623339519,90.0335969485435
